candidate_id,title,authors,year,journal,doi,url,source_database,abstract,keywords,is_open_access,pdf_url,matched_query,relevance_score,recommended_reason,status,full_text_status,added_time,last_updated,paper_type_primary,paper_type_secondary,research_topic,storage_folder,tags,is_review,is_experimental,is_fcgr,is_micro_ct,is_heat_treatment,is_surface_roughness,is_conflict_relevant,classification_reason,classification_confidence
CAND_0011,,Haijun Gong; Khalid Rafi; Hengfeng Gu; G.D. Janaki Ram; Thomas L. Starr,2015,Materials & Design,10.1016/j.matdes.2015.07.147,https://doi.org/10.1016/j.matdes.2015.07.147,OpenAlex,,defect; SLM; EBM,False,,,0.50,,verified,,,,pore_fatigue_life,,孔隙/缺陷-疲劳寿命关系,fcgr_paris_law,pore_fatigue_life,,,,,,,,Seed type: pore_fatigue_life; API match: True,high
CAND_0012,,,,,,,seed_list,,process defects; fatigue,False,,,0.70,,unverified,,,,pore_fatigue_life,,孔隙/缺陷-疲劳寿命关系,fcgr_paris_law,pore_fatigue_life,,,,,,,,Seed type: pore_fatigue_life; API match: False,medium
CAND_0013,,Chao Ling; Yinfeng Jia; Rui Fu; Liang Zheng; Zheng Zhong,2023,International Journal of Fatigue,10.1016/j.ijfatigue.2023.108131,https://doi.org/10.1016/j.ijfatigue.2023.108131,OpenAlex,,VHCF; prediction; defects,False,,,0.95,,verified,,,,pore_fatigue_life,,孔隙/缺陷-疲劳寿命关系,pore_fatigue_life,pore_fatigue_life,,,,,,,,Seed type: pore_fatigue_life; API match: True,high
CAND_0014,,,,,,,seed_list,,critical defect; life prediction,False,,,0.70,,unverified,,,,pore_fatigue_life,,孔隙/缺陷-疲劳寿命关系,pore_fatigue_life,pore_fatigue_life,,,,,,,,Seed type: pore_fatigue_life; API match: False,medium
CAND_0015,,,,,,,seed_list,,micro-CT; life model,False,,,0.70,,unverified,,,,pore_fatigue_life,micro_ct_defects,孔隙/缺陷-疲劳寿命关系,pore_fatigue_life,micro-ct,,,,,,,,Seed type: pore_fatigue_life; API match: False,medium
CAND_0016,,,,,,,seed_list,,crack initiation; image-based,False,,,0.70,,unverified,,,,pore_fatigue_life,,孔隙/缺陷-疲劳寿命关系,pore_fatigue_life,pore_fatigue_life,,,,,,,,Seed type: pore_fatigue_life; API match: False,medium
CAND_0017,,,,,,,seed_list,,HCF; stress ratio; pores,False,,,0.45,,unverified,,,,pore_fatigue_life,,孔隙/缺陷-疲劳寿命关系,pore_fatigue_life,pore_fatigue_life,,,,,,,,Seed type: pore_fatigue_life; API match: False,medium
CAND_0018,,,,,,,seed_list,,HCF; VHCF; R ratio,False,,,0.70,,unverified,,,,pore_fatigue_life,,孔隙/缺陷-疲劳寿命关系,pore_fatigue_life,pore_fatigue_life,,,,,,,,Seed type: pore_fatigue_life; API match: False,medium
CAND_0019,,,,,,,seed_list,,VHCF; microstructure; defect,False,,,0.70,,unverified,,,,pore_fatigue_life,,孔隙/缺陷-疲劳寿命关系,fcgr_paris_law,pore_fatigue_life,,,,,,,,Seed type: pore_fatigue_life; API match: False,medium
CAND_0020,,Eric Wycisk; Shafaqat Siddique; Dirk Herzog; Frank Walther; Claus Emmelmann,2015,Frontiers in Materials,10.3389/fmats.2015.00072,https://doi.org/10.3389/fmats.2015.00072,OpenAlex,,VHCF,True,https://doi.org/10.3389/fmats.2015.00072,,1.00,,verified,,,,pore_fatigue_life,,孔隙/缺陷-疲劳寿命关系,fcgr_paris_law,pore_fatigue_life,,,,,,,,Seed type: pore_fatigue_life; API match: True,high
CAND_0021,,Na-ying AN; Sansan Shuai; Chaoyue Chen; Liming Lei; Jiang Wang,2023,Transactions of Nonferrous Metals Society of China,10.1016/s1003-6326(23)66312-5,https://doi.org/10.1016/s1003-6326(23)66312-5,OpenAlex,,micro-CT; porosity,True,https://doi.org/10.1016/s1003-6326(23)66312-5,,0.50,,verified,,,,micro_ct_defects,,micro-CT缺陷三维表征,micro_ct_defects,micro_ct_defects,,,,,,,,Seed type: micro_ct_defects; API match: True,high
CAND_0022,,Subin Shrestha; Thomas L. Starr; Kevin Chou,2019,Journal of Manufacturing Science and Engineering,10.1115/1.4043622,https://doi.org/10.1115/1.4043622,OpenAlex,,keyhole porosity; micro-CT,False,,,0.45,,verified,,,,micro_ct_defects,,micro-CT缺陷三维表征,micro_ct_defects,micro_ct_defects,,,,,,,,Seed type: micro_ct_defects; API match: True,high
CAND_0023,,Shafaqat Siddique; Muhammad Imran; Miriam Rauer; Michael Kaloudis; Eric Wycisk,2015,Materials & Design,10.1016/j.matdes.2015.06.063,https://doi.org/10.1016/j.matdes.2015.06.063,OpenAlex,,CT; fatigue performance,False,,,0.65,,verified,,,,micro_ct_defects,,micro-CT缺陷三维表征,micro_ct_defects,micro_ct_defects,,,,,,,,Seed type: micro_ct_defects; API match: True,high
CAND_0024,,,,,,,seed_list,,image-based; initiation,False,,,0.65,,unverified,,,,micro_ct_defects,,micro-CT缺陷三维表征,fcgr_paris_law,micro_ct_defects,,,,,,,,Seed type: micro_ct_defects; API match: False,medium
CAND_0025,,,,,,,seed_list,,LOF defect; fatigue life,False,,,0.65,,unverified,,,,micro_ct_defects,,micro-CT缺陷三维表征,micro_ct_defects,micro_ct_defects,,,,,,,,Seed type: micro_ct_defects; API match: False,medium
CAND_0026,,,,,,,seed_list,,porosity; X-ray CT,False,,,0.45,,unverified,,,,micro_ct_defects,,micro-CT缺陷三维表征,fcgr_paris_law,micro_ct_defects,,,,,,,,Seed type: micro_ct_defects; API match: False,medium
CAND_0027,,Haijun Gong; Khalid Rafi; Hengfeng Gu; Thomas L. Starr; Brent Stucker,2014,Additive manufacturing,10.1016/j.addma.2014.08.002,https://doi.org/10.1016/j.addma.2014.08.002,OpenAlex,,defect generation,False,,,0.70,,verified,,,,micro_ct_defects,,micro-CT缺陷三维表征,micro_ct_defects,micro_ct_defects,,,,,,,,Seed type: micro_ct_defects; API match: True,high
CAND_0028,,Pan Wang; Xipeng Tan; Mui Ling Sharon Nai; Shu Beng Tor; Jun Wei,2016,Materials & Design,10.1016/j.matdes.2016.01.093,https://doi.org/10.1016/j.matdes.2016.01.093,OpenAlex,,geometry; microstructure,False,,,0.45,,verified,,,,micro_ct_defects,,micro-CT缺陷三维表征,micro_ct_defects,micro_ct_defects,,,,,,,,Seed type: micro_ct_defects; API match: True,high
CAND_0029,,Daniel Greitemeier; C. Dalle Donne; F. Syassen; J. Eufinger; Tobias Melz,2015,Materials Science and Technology,10.1179/1743284715y.0000000053,https://doi.org/10.1179/1743284715y.0000000053,OpenAlex,,surface roughness; fatigue,False,,,0.90,,verified,,,,surface_roughness,,表面粗糙度效应,fcgr_paris_law,surface_roughness,,,,,,,,Seed type: surface_roughness; API match: True,high
CAND_0030,,Yangyang Sun; Shenglu Lu; Stefan Gulizia; Chang-Seok Oh; Darren Fraser,2020,JOM,10.1007/s11837-020-04025-7,https://doi.org/10.1007/s11837-020-04025-7,OpenAlex,,surface vs internal defect,True,https://figshare.com/articles/journal_contribution/Fatigue_Performance_of_Additively_Manufactured_Ti-6Al-4V_Surface_Condition_vs_Internal_Defects/27525762,,0.70,,verified,,,,surface_roughness,,表面粗糙度效应,fcgr_paris_law,surface_roughness,,,,,,,,Seed type: surface_roughness; API match: True,high
CAND_0031,,,,,,,seed_list,,post-processing; fatigue,False,,,0.40,,unverified,,,,surface_roughness,,表面粗糙度效应,surface_roughness,surface_roughness,,,,,,,,Seed type: surface_roughness; API match: False,medium
CAND_0032,,,,,,,seed_list,,surface orientation; roughness,False,,,0.65,,unverified,,,,surface_roughness,,表面粗糙度效应,hip_heat_treatment,surface_roughness,,,,,,,,Seed type: surface_roughness; API match: False,medium
CAND_0033,,,,,,,seed_list,,surface finishing,False,,,0.45,,unverified,,,,surface_roughness,,表面粗糙度效应,surface_roughness,surface_roughness,,,,,,,,Seed type: surface_roughness; API match: False,medium
CAND_0034,,David B. Witkin; Dhruv N. Patel; Henry Helvajian; Lee Steffeney; Agustín Díaz,2018,Journal of Materials Engineering and Performance,10.1007/s11665-018-3732-9,https://doi.org/10.1007/s11665-018-3732-9,OpenAlex,,surface treatment; fatigue,True,https://link.springer.com/content/pdf/10.1007/s11665-018-3732-9.pdf,,0.95,,verified,,,,surface_roughness,,表面粗糙度效应,surface_roughness,surface_roughness,,,,,,,,Seed type: surface_roughness; API match: True,high
CAND_0035,,Masanori Nakatani; Hiroshige Masuo; Yuzo Tanaka; Yukitaka MURAKAMI,2019,Procedia Structural Integrity,10.1016/j.prostr.2019.12.032,https://doi.org/10.1016/j.prostr.2019.12.032,OpenAlex,,roughness; fatigue strength,True,https://doi.org/10.1016/j.prostr.2019.12.032,,0.95,,verified,,,,surface_roughness,,表面粗糙度效应,fcgr_paris_law,surface_roughness,,,,,,,,Seed type: surface_roughness; API match: True,high
CAND_0036,,Reece N. Oosterbeek; Gabriela Sirbu; Selma Hansal; Kenneth Nai; Jonathan R.T. Jeffers,2023,arXiv (Cornell University),10.48550/arxiv.2304.06621,https://doi.org/10.48550/arxiv.2304.06621,OpenAlex,,roughness; lattice; Ti64,True,https://arxiv.org/pdf/2304.06621,,0.95,,verified,,,,surface_roughness,,表面粗糙度效应,surface_roughness,surface_roughness,,,,,,,,Seed type: surface_roughness; API match: True,high
CAND_0037,,,,,,,seed_list,,HIP; fatigue critical,False,,,0.65,,unverified,,,,hip_heat_treatment,,HIP与热处理影响,hip_heat_treatment,hip_heat_treatment,,,,,,,,Seed type: hip_heat_treatment; API match: False,medium
CAND_0038,,,,,,,seed_list,,HIP; defect; roughness,False,,,0.65,,unverified,,,,hip_heat_treatment,surface_roughness,HIP与热处理影响,pore_fatigue_life,surface roughness,,,,,,,,Seed type: hip_heat_treatment; API match: False,medium
CAND_0039,,Wenbo Sun; Yue Ma; Peiyao Li; Ziad Moumni; Weihong Zhang,2024,Aerospace,10.3390/aerospace11100854,https://doi.org/10.3390/aerospace11100854,OpenAlex,,heat treatment; build direction,True,https://doi.org/10.3390/aerospace11100854,,0.95,,verified,,,,hip_heat_treatment,,HIP与热处理影响,hip_heat_treatment,hip_heat_treatment,,,,,,,,Seed type: hip_heat_treatment; API match: True,high
CAND_0040,,Chunlei Qiu; Nicholas J.E. Adkins; Moataz M. Attallah,2013,Materials Science and Engineering A,10.1016/j.msea.2013.04.099,https://doi.org/10.1016/j.msea.2013.04.099,OpenAlex,,HIP; microstructure,False,,,0.45,,verified,,,,hip_heat_treatment,,HIP与热处理影响,reviews,hip_heat_treatment,,,,,,,,Seed type: hip_heat_treatment; API match: True,high
CAND_0041,,Bryan Naab; Mert Çelikin,2022,Materials Science and Engineering A,10.1016/j.msea.2022.144232,https://doi.org/10.1016/j.msea.2022.144232,OpenAlex,,microstructure evolution,True,https://doi.org/10.1016/j.msea.2022.144232,,0.95,,verified,,,,hip_heat_treatment,,HIP与热处理影响,fcgr_paris_law,hip_heat_treatment,,,,,,,,Seed type: hip_heat_treatment; API match: True,high
CAND_0042,,,,,,,seed_list,,ultra-low porosity,False,,,0.65,,unverified,,,,hip_heat_treatment,,HIP与热处理影响,hip_heat_treatment,hip_heat_treatment,,,,,,,,Seed type: hip_heat_treatment; API match: False,medium
CAND_0043,,,,,,,seed_list,,HCF; heat treatment,False,,,0.65,,unverified,,,,hip_heat_treatment,,HIP与热处理影响,fcgr_paris_law,hip_heat_treatment,,,,,,,,Seed type: hip_heat_treatment; API match: False,medium
CAND_0044,,M. Tarik Hasib; Halsey E. Ostergaard; Xiaopeng Li; Jamie J. Kruzic,2020,International Journal of Fatigue,10.1016/j.ijfatigue.2020.105955,https://doi.org/10.1016/j.ijfatigue.2020.105955,OpenAlex,,FCGR; Paris; heat treatment,True,https://unsworks.unsw.edu.au/bitstreams/c622f065-320f-4556-a01b-1642582ec28a/download,,1.00,,verified,,,,fcgr_paris_law,hip_heat_treatment,裂纹扩展与Paris参数,fcgr_paris_law,heat treatment,,,,,,,,Seed type: fcgr_paris_law; API match: True,high
CAND_0045,,Thorsten Hermann Becker; Nur Mohamed Dhansay; Gerrit Matthys Ter Haar; Kim Vanmeensel,2020,Acta Materialia,10.1016/j.actamat.2020.07.049,https://doi.org/10.1016/j.actamat.2020.07.049,OpenAlex,,ΔKth; FCGR,True,https://lirias.kuleuven.be/handle/123456789/670484,,1.00,,verified,,,,fcgr_paris_law,defect_tolerance_models,裂纹扩展与Paris参数,fcgr_paris_law,threshold,,,,,,,,Seed type: fcgr_paris_law; API match: True,high
CAND_0046,,R. Jones; John G. Michopoulos; Athanasios Iliopoulos; R.K. Singh Raman; Nam Phan,2018,International Journal of Fatigue,10.1016/j.ijfatigue.2018.07.019,https://doi.org/10.1016/j.ijfatigue.2018.07.019,OpenAlex,,crack growth model,False,,,0.95,,verified,,,,fcgr_paris_law,,裂纹扩展与Paris参数,fcgr_paris_law,fcgr_paris_law,,,,,,,,Seed type: fcgr_paris_law; API match: True,high
CAND_0047,,J.S. Jesus; L.P. Borrego; J.A.M. Ferreira; J.D. Costa; António Castanhola Batista,2022,Theoretical and Applied Fracture Mechanics,10.1016/j.tafmec.2021.103231,https://doi.org/10.1016/j.tafmec.2021.103231,OpenAlex,,FCGR; LPBF,False,,,0.95,,verified,,,,fcgr_paris_law,,裂纹扩展与Paris参数,fcgr_paris_law,fcgr_paris_law,,,,,,,,Seed type: fcgr_paris_law; API match: True,high
CAND_0048,,L.P. Borrego; J.S. Jesus; J.A.M. Ferreira; J.D. Costa; C. Capela,2022,Procedia Structural Integrity,10.1016/j.prostr.2022.01.092,https://doi.org/10.1016/j.prostr.2022.01.092,OpenAlex,,overload; transient FCGR,True,https://doi.org/10.1016/j.prostr.2022.01.092,,1.00,,verified,,,,fcgr_paris_law,,裂纹扩展与Paris参数,fcgr_paris_law,fcgr_paris_law,,,,,,,,Seed type: fcgr_paris_law; API match: True,high
CAND_0049,,J.S. Jesus; L.P. Borrego; J.A.M. Ferreira; J.D. Costa; C. Capela,2020,Engineering Failure Analysis,10.1016/j.engfailanal.2020.104852,https://doi.org/10.1016/j.engfailanal.2020.104852,OpenAlex,,FCGR; environment,False,,,0.95,,verified,,,,fcgr_paris_law,,裂纹扩展与Paris参数,fcgr_paris_law,fcgr_paris_law,,,,,,,,Seed type: fcgr_paris_law; API match: True,high
CAND_0050,,,,,,,seed_list,,embedded defect; FCGR,False,,,0.70,,unverified,,,,fcgr_paris_law,,裂纹扩展与Paris参数,fcgr_paris_law,fcgr_paris_law,,,,,,,,Seed type: fcgr_paris_law; API match: False,medium
CAND_0051,Fatigue of wire+arc additive manufactured Ti-6Al-4V in presence of process-induced porosity defects,Emre Akgun; Xiang Zhang; Romali Biswal; Yanhui Zhang; Matthew Doré,2021,International Journal of Fatigue,10.1016/j.ijfatigue.2021.106315,https://doi.org/10.1016/j.ijfatigue.2021.106315,OpenAlex,,,True,https://doi.org/10.1016/j.ijfatigue.2021.106315,"(""L-PBF"" OR ""laser powder bed fusion"" OR ""SLM"" OR ""additive manufacturing"") AND (""Ti-6Al-4V"" OR ""Ti64"" OR ""titanium alloy"")
AND (""pore size"" OR ""defect size"" OR ""sqrt area"")
AND (""fatigue life"" OR Nf OR ""cycles to failure"")",0.65,,candidate,open_access,2026-07-15T01:19:15.814378,2026-07-15T01:19:15.814378,experimental_fatigue_paper,,疲劳实验与S-N数据,experimental_papers,L-PBF Ti-6Al-4V fatigue,False,True,False,False,False,False,False,匹配 1 个类型：L-PBF Ti-6Al-4V fatigue,medium
CAND_0053,Fatigue of laser powder-bed fusion additive manufactured Ti-6Al-4V in presence of process-induced porosity defects,Emre Akgun; Xiang Zhang; Tristan Lowe; Yan-Hui Zhang; Matthew Doré,2021,Engineering Fracture Mechanics,10.1016/j.engfracmech.2021.108140,https://doi.org/10.1016/j.engfracmech.2021.108140,OpenAlex,,,True,https://pureportal.coventry.ac.uk/en/publications/a1c5ec5e-dba2-4b02-b9b4-1ca53196deca,"(""L-PBF"" OR ""laser powder bed fusion"" OR ""SLM"" OR ""additive manufacturing"") AND (""Ti-6Al-4V"" OR ""Ti64"" OR ""titanium alloy"")
AND (""pore size"" OR ""defect size"" OR ""sqrt area"")
AND (""fatigue life"" OR Nf OR ""cycles to failure"")",0.65,,candidate,open_access,2026-07-15T01:19:15.814378,2026-07-15T01:19:15.814378,experimental_fatigue_paper,,疲劳实验与S-N数据,experimental_papers,L-PBF Ti-6Al-4V fatigue,False,True,False,False,False,False,False,匹配 1 个类型：L-PBF Ti-6Al-4V fatigue,medium
CAND_0055,"Fatigue life estimation of additively manufactured Ti-6Al-4V: Sensitivity, scatter and defect description in Damage-tolerant models",Nicolas Macallister; Thorsten Hermann Becker,2022,Acta Materialia,10.1016/j.actamat.2022.118189,https://doi.org/10.1016/j.actamat.2022.118189,OpenAlex,,,False,,"(""L-PBF"" OR ""laser powder bed fusion"" OR ""SLM"" OR ""additive manufacturing"") AND (""Ti-6Al-4V"" OR ""Ti64"" OR ""titanium alloy"")
AND (""pore size"" OR ""defect size"" OR ""sqrt area"")
AND (""fatigue life"" OR Nf OR ""cycles to failure"")",0.55,,candidate,unavailable,2026-07-15T01:19:15.814378,2026-07-15T01:19:15.814378,experimental_fatigue_paper,,疲劳实验与S-N数据,experimental_papers,fatigue life,False,True,False,False,False,False,False,匹配 1 个类型：fatigue life,medium
CAND_0057,Fatigue life of additively manufactured Ti–6Al–4V in the very high cycle fatigue regime,Johannes Günther; Dominik Krewerth; T. Lippmann; Stefan Leuders; Thomas Tröster,2016,International Journal of Fatigue,10.1016/j.ijfatigue.2016.05.018,https://doi.org/10.1016/j.ijfatigue.2016.05.018,OpenAlex,,,False,,"(""L-PBF"" OR ""laser powder bed fusion"" OR ""SLM"" OR ""additive manufacturing"") AND (""Ti-6Al-4V"" OR ""Ti64"" OR ""titanium alloy"")
AND (""pore size"" OR ""defect size"" OR ""sqrt area"")
AND (""fatigue life"" OR Nf OR ""cycles to failure"")",0.55,,candidate,unavailable,2026-07-15T01:19:15.814378,2026-07-15T01:19:15.814378,experimental_fatigue_paper,,疲劳实验与S-N数据,experimental_papers,fatigue life,False,True,False,False,False,False,False,匹配 1 个类型：fatigue life,medium
CAND_0059,Defect-based fatigue life prediction of L-PBF additive manufactured metals,Niloofar Sanaei; Ali Fatemi,2021,Engineering Fracture Mechanics,10.1016/j.engfracmech.2021.107541,https://doi.org/10.1016/j.engfracmech.2021.107541,OpenAlex,,,False,,"(""L-PBF"" OR ""laser powder bed fusion"" OR ""SLM"" OR ""additive manufacturing"") AND (""Ti-6Al-4V"" OR ""Ti64"" OR ""titanium alloy"")
AND (""pore size"" OR ""defect size"" OR ""sqrt area"")
AND (""fatigue life"" OR Nf OR ""cycles to failure"")",0.55,,candidate,unavailable,2026-07-15T01:19:15.814378,2026-07-15T01:19:15.814378,experimental_fatigue_paper,,疲劳实验与S-N数据,experimental_papers,fatigue life,False,True,False,False,False,False,False,匹配 1 个类型：fatigue life,medium
CAND_0061,"Fatigue of additive manufactured Ti-6Al-4V, Part II: The relationship between microstructure, material cyclic properties, and component performance",Reza Molaei; Ali Fatemi; Niloofar Sanaei; Jonathan Pegues; Nima Shamsaei,2019,International Journal of Fatigue,10.1016/j.ijfatigue.2019.105363,https://doi.org/10.1016/j.ijfatigue.2019.105363,OpenAlex,,,False,,"(""L-PBF"" OR ""laser powder bed fusion"" OR ""SLM"" OR ""additive manufacturing"") AND (""Ti-6Al-4V"" OR ""Ti64"" OR ""titanium alloy"")
AND (""pore size"" OR ""defect size"" OR ""sqrt area"")
AND (""fatigue life"" OR Nf OR ""cycles to failure"")",0.40,,candidate,unavailable,2026-07-15T01:19:15.814378,2026-07-15T01:19:15.814378,experimental_fatigue_paper,,疲劳实验与S-N数据,experimental_papers,L-PBF Ti-6Al-4V fatigue,False,True,False,False,False,False,False,匹配 1 个类型：L-PBF Ti-6Al-4V fatigue,medium
CAND_0063,Significance of hot isostatic pressing (HIP) on multiaxial deformation and fatigue behaviors of additive manufactured Ti-6Al-4V including build orientation and surface roughness effects,Reza Molaei; Ali Fatemi; Nam Phan,2018,International Journal of Fatigue,10.1016/j.ijfatigue.2018.07.035,https://doi.org/10.1016/j.ijfatigue.2018.07.035,OpenAlex,,,False,,"(""L-PBF"" OR ""laser powder bed fusion"" OR ""SLM"" OR ""additive manufacturing"") AND (""Ti-6Al-4V"" OR ""Ti64"" OR ""titanium alloy"")
AND (""pore size"" OR ""defect size"" OR ""sqrt area"")
AND (""fatigue life"" OR Nf OR ""cycles to failure"")",0.40,,candidate,unavailable,2026-07-15T01:19:15.814378,2026-07-15T01:19:15.814378,hip_heat_treatment_paper,surface_roughness_paper; experimental_fatigue_paper,HIP与热处理影响; 表面粗糙度效应; 疲劳实验与S-N数据,hip_heat_treatment,hot isostatic pressing; surface roughness; fatigue behavior,False,True,False,False,True,True,False,"匹配 3 个类型关键词：hot isostatic pressing, surface roughness, fatigue behavior",high
CAND_0058,"Comparison of the Corrosion Fatigue Characteristics of CP Ti-Grade 4, Ti-6Al-4V ELI, Ti-6Al-7Nb, and Ti-15Mo",MD Roach; RS Williamson; LD Zardiackas,2005,Crossref,10.1520/jai12786,https://doi.org/10.1520/jai12786,Crossref,,,True,https://dl.astm.org/jai/article-pdf/2/7/1/15120/10_1520_jai12786.pdf,"(""L-PBF"" OR ""laser powder bed fusion"" OR ""SLM"" OR ""additive manufacturing"") AND (""Ti-6Al-4V"" OR ""Ti64"" OR ""titanium alloy"")
AND (""pore size"" OR ""defect size"" OR ""sqrt area"")
AND (""fatigue life"" OR Nf OR ""cycles to failure"")",0.70,,candidate,open_access,2026-07-15T01:56:35.346760,2026-07-15T01:56:35.346760,experimental_fatigue_paper,,疲劳实验与S-N数据,experimental_papers,L-PBF Ti-6Al-4V fatigue,False,True,False,False,False,False,False,匹配 1 个类型：L-PBF Ti-6Al-4V fatigue,medium
CAND_0060,Fracture Toughness of Ti‐6Al‐4V and Ti‐6Al‐4V ELI Alloys Fabricated by Electron Beam Melting With Different Orientation and Positions,Rubén Niñerola; Eugenio Giner,2025,Crossref,10.1111/ffe.14607,https://doi.org/10.1111/ffe.14607,Crossref,,,False,,"(""L-PBF"" OR ""laser powder bed fusion"" OR ""SLM"" OR ""additive manufacturing"") AND (""Ti-6Al-4V"" OR ""Ti64"" OR ""titanium alloy"")
AND (""pore size"" OR ""defect size"" OR ""sqrt area"")
AND (""fatigue life"" OR Nf OR ""cycles to failure"")",0.10,,candidate,unavailable,2026-07-15T01:56:35.346760,2026-07-15T01:56:35.346760,candidate,,候选未分类,candidate_papers,unclassified,False,False,False,False,False,False,False,匹配 1 个类型：unclassified,medium
CAND_0062,Effect of mean stress on fretting fatigue of Ti‐6Al‐4V on Ti‐6Al‐4V,N. R. LOVRICH; R. W. NEU,2006,Crossref,10.1111/j.1460-2695.2006.00959.x,https://doi.org/10.1111/j.1460-2695.2006.00959.x,Crossref,,,False,,"(""L-PBF"" OR ""laser powder bed fusion"" OR ""SLM"" OR ""additive manufacturing"") AND (""Ti-6Al-4V"" OR ""Ti64"" OR ""titanium alloy"")
AND (""pore size"" OR ""defect size"" OR ""sqrt area"")
AND (""fatigue life"" OR Nf OR ""cycles to failure"")",0.40,,candidate,unavailable,2026-07-15T01:56:35.346760,2026-07-15T01:56:35.346760,experimental_fatigue_paper,,疲劳实验与S-N数据,experimental_papers,L-PBF Ti-6Al-4V fatigue,False,True,False,False,False,False,False,匹配 1 个类型：L-PBF Ti-6Al-4V fatigue,medium
